class;email
ham;Can't take any major roles in community outreach. You rock mel
ham;K..k..any special today?
ham;"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
ham;Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham;Omg how did u know what I ate?
ham;5 nights...We nt staying at port step liao...Too ex
ham;Where is that one day training:-)
ham;Juz go google n search 4 qet...
ham;I know that my friend already told that.
ham;I'll text carlos and let you know, hang on
ham;Watching tv lor...
ham;Received, understood n acted upon!
ham;K..k...from tomorrow onwards started ah?
ham;Well she's in for a big surprise!
ham;If I get there before you after your ten billion calls and texts so help me god
ham;Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...
ham;Later i guess. I needa do mcat study too.
ham;No message..no responce..what happend?
ham;Ok i thk i got it. Then u wan me 2 come now or wat?
ham;sure, but make sure he knows we ain't smokin yet
ham;Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n
ham;I love to give massages. I use lots of baby oil... What is your fave position?
ham;Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
ham;Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical
ham;"Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous"
ham;Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.
ham;I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham;Those ducking chinchillas
ham;I cant pick the phone right now. Pls send a message
ham;How long does it take to get it.
ham;Hey gals.. Anyone of u going down to e driving centre tmr?
ham;Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham;Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham;Jus chillaxin, what up
ham;Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham;"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
ham;Wat time Ì_ finish?
ham;Ok no prob
ham;Yes princess! I want to please you every night. Your wish is my command...
ham;Greetings me, ! Consider yourself excused.
ham;Thanks for this hope you had a good day today
ham;Yes:)here tv is always available in work place..
ham;Exactly. Anyways how far. Is jide her to study or just visiting
ham;Er mw im filled tuth is aight
ham;"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham;Can u get pic msgs to your phone?
ham;Don know..he is watching film in computer..
ham;Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
ham;I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz
ham;Now only i reached home. . . I am very tired now. . I will come tomorro
ham;No my mum went 2 dentist.
ham;U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...
ham;It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham;U should make a fb list
ham;Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
ham;ÌÏ no home work to do meh... 
ham;True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham;Well that must be a pain to catch
ham;I notice you like looking in the shit mirror youre turning into a right freak
ham;"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham;Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham;Yeah, that's fine! It's å£6 to get in, is that ok? 
ham;"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
ham;Sounds great! Are you home now?
ham;Did you try making another butt.
ham;Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham;Yup, leaving right now, be back soon
ham;Fuuuuck I need to stop sleepin, sup
ham;That's y u haf 2 keep me busy...
ham;No problem. Talk to you later
ham;I have gone into get info bt dont know what to do
ham;Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham;The wine is flowing and i'm i have nevering..
ham;Then wat r u doing now? Busy wif work?
ham;Dare i ask... Any luck with sorting out the car?
ham;see you then, we're all christmassy here!
ham;Two fundamentals of cool life: \Walk
ham;HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham;Yeah that'd pretty much be the best case scenario
ham;(That said can you text him one more time?)
ham;"If you want to mapquest it or something look up \usf dogwood drive\"""
ham;Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola
ham;WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham;Hi Chikku, send some nice msgs
ham;Ok lor... Or u wan me go look 4 u?
ham;Eh u send wrongly lar...
ham;Speaking of does he have any cash yet?
ham;We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
ham;I know you are. Can you pls open the back?
ham;* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.
ham;Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...
ham;Probably, want to pick up more?
ham;Just sleeping..and surfing
ham;Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham;Boo what time u get out? U were supposed to take me shopping today. :(
ham;I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...
ham;Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham;"That's cool, I'll come by like  &lt;#&gt; ish"
ham;Mode men or have you left.
ham;I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
ham;Dude sux for snake. He got old and raiden got buff
ham;But if she.s drinkin i'm ok.
ham;God bless.get good sleep my dear...i will pray!
ham;No problem. We will be spending a lot of quality time together...
ham;Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham;Why are u up so early?
ham;We still on for tonight?
ham;Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
ham;I am on the way to tirupur.
ham;Long beach lor. Expected... U having dinner now?
ham;Well good morning mr . Hows london treatin' ya treacle?
ham;Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham;Watching ajith film ah?
ham;K...k...yesterday i was in cbe .
ham;Great. I'm in church now, will holla when i get out
ham;Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
ham;How come she can get it? Should b quite diff to guess rite...
ham;"Sure, whenever you show the fuck up &gt;:("
ham;I keep ten rs in my shelf:) buy two egg.
ham;I can send you a pic if you like :)
ham;"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;)."
ham;Aight that'll work, thanks
ham;yeah, that's what I was thinking
ham;I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham;Must come later.. I normally bathe him in da afternoon mah..
ham;I WILL CAL YOU SIR. In meeting
ham;Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham;Hey u still at the gym?
ham;Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
ham;Okie... Thanx...
ham;I.ll hand her my phone to chat wit u
ham;Are you planning to come chennai?
ham;Sorry, I'll call later
ham;"Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back"
ham;Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham;Not yet chikku..going to room nw, i'm in bus..
ham;Yes, princess. Toledo.
ham;Alright i have a new goal now
ham;"I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)"
ham;Oh k.i think most of wi and nz players unsold.
ham;Stupid auto correct on my phone
ham;Do you know when dad will be back?
ham;Great. Never been better. Each day gives even more reasons to thank God
ham;Yeah my usual guy's out of town but there're definitely people around I know
ham;Aight no rush, I'll ask jay
ham;Thank you princess! You are so sexy...
ham;So u wan 2 come for our dinner tonight a not?
ham;And how you will do that, princess? :)
ham;We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
ham;Yo dude guess who just got arrested the other day
ham;Coffee cake, i guess...
ham;PICK UR FONE UP NOW U DUMB?
ham;Draw va?i dont think so:)
ham;"K I'm ready,  &lt;#&gt; ?"
ham;"And popping &lt;#&gt; ibuprofens was no help."
ham;In meeting da. I will call you
ham;"Ill be there on  &lt;#&gt;  ok."
ham;Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)
ham;Its a great day. Do have yourself a beautiful one.
ham;Great. So should i send you my account number.
ham;Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham;Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham;i want to grasp your pretty booty :)
ham;Customer place i will call you.
ham;Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
ham;Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham;Are you up for the challenge? I know i am :)
ham;"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham;Hey we can go jazz power yoga hip hop kb and yogasana 
ham;I havent lei.. Next mon can?
ham;"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
ham;Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham;The basket's gettin full so I might be by tonight
ham;I love working from home :)
ham;"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
ham;Ok but tell me half an hr b4 u come i need 2 prepare.
ham;Ugh hopefully the asus ppl dont randomly do a reformat.
ham;I only haf msn. It's yijue@hotmail.com
ham;Dear i have reache room
ham;Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).
ham;Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.
ham;Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?
ham;Velly good, yes please!
ham;Then she buying today? ÌÏ no need to c meh...
ham;Then why you not responding
ham;Are u coming to the funeral home
ham;Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham;Sorry da thangam.it's my mistake.
ham;Nothing much, chillin at home. Any super bowl plan?
ham;"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham;WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham;I wake up long ago already... Dunno, what other thing?
ham;Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?
ham;Pls call me da. What happen.
ham;The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard
ham;That's the trouble with classes that go well - you're due a dodgey one ‰Û_ Expecting mine tomo! See you for recovery, same time, same place 
ham;Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e
ham;I dont knw pa, i just drink milk..
ham;The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe
ham;Are you willing to go for aptitude class.
ham;Shall I bring us a bottle of wine to keep us amused? Only joking! I‰Û÷ll bring one anyway
ham;You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham;Great! How is the office today?
ham;LOL ... Have you made plans for new years?
ham;How are you. Wish you a great semester
ham;Yeah, give me a call if you've got a minute
ham;Once free call me sir. I am waiting for you.
ham;wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
ham;I can make lasagna for you... vodka...
ham;Don‰Û÷t give a flying monkeys wot they think and I certainly don‰Û÷t mind. Any friend of mine and all that!
ham;Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
ham;Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... 
ham;K then 2marrow are you coming to class.
ham;Hi.:)technical support.providing assistance to us customer through call and email:)
ham;"somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams"
ham;Kent vale lor... ÌÏ wait 4 me there ar?
ham;I tagged MY friends that you seemed to count as YOUR friends.
ham;Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself
ham;Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
ham;Kothi print out marandratha.
ham;Oh:)as usual vijay film or its different?
ham;Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham;Hey... are you going to quit soon? Xuhui and i working till end of the month 
ham;Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! 
ham;Oh ic. I thought you meant mary jane.
ham;will you like to be spoiled? :)
ham;I've got ten bucks, jay is being noncomittal
ham;Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts
ham;Pls dont restrict her from eating anythin she likes for the next two days.
ham;Wife.how she knew the time of murder exactly
ham;I wanna watch that movie
ham;I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham;Ok lar... Joking wif u oni...
ham;When you get free, call me
ham;Then i buy.
ham;Even i cant close my eyes you are in me our vava playing umma :-D
ham;i am going to bed now prin
ham;"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
ham;K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure
ham;Ok i go change also...
ham;Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham;Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.
ham;Jay wants to work out first, how's 4 sound?
ham;Prakesh is there know.
ham;"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; ."
ham;Chk in ur belovd ms dict
ham;Oh k k:)but he is not a big hitter.anyway good
ham;Sure thing big man. i have hockey elections at 6, shouldn‰Û÷t go on longer than an hour though
ham;I'm awake oh. What's up.
ham;Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham;"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham;K I'll take care of it
ham;Lol yes. But it will add some spice to your day.
ham;Thursday night? Yeah, sure thing, we'll work it out then
ham;Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham;Sounds great! Im going to sleep now. Have a good night!
ham;What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?
ham;Sorry . I will be able to get to you. See you in the morning.
ham;Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham;Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham;Ma head dey swell oh. Thanks for making my day
ham;Yes but i dont care! I need you bad, princess!
ham;Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham;When u wana see it then
ham;Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.
ham;We made it! Eta at taunton is 12:30 as planned, hope that‰Û÷s still okday?! Good to see you! :-xx
ham;Watching telugu movie..wat abt u?
ham;ÌÏ comin to fetch us oredi...
ham;DO U WANT 2 MEET UP 2MORRO
ham;"Re your call; You didn't see my facebook huh?"
ham;"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
ham;Yes:)from last week itself i'm taking live call.
ham;Please leave this topic..sorry for telling that..
ham;Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham;"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."""
ham;So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham;Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?
ham;Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham;Beerage?
ham;Tmrw. Im finishing 9 doors
ham;THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx
ham;As in i want custom officer discount oh.
ham;"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham;Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham;"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
ham;OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx
ham;Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham;Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ham;Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham;Why don't you wait 'til at least wednesday to see if you get your .
ham;At WHAT TIME should i come tomorrow
ham;Yup i've finished c Ì_ there...
ham;Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham;Lol u still feeling sick?
ham;Did you stitch his trouser
ham;watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham;No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham;Can u look 4 me in da lib i got stuff havent finish yet.
ham;What * u wearing?
ham;Are you being good, baby? :)
ham;I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
ham;Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham;You want to go? 
ham;Sorry, was in the bathroom, sup
ham;Hi elaine, is today's meeting confirmed?
ham;Oh, then your phone phoned me but it disconnected
ham;Ok lor... But buy wat?
ham;Ya just telling abt tht incident..
ham;Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.
ham;Did u find out what time the bus is at coz i need to sort some stuff out.
ham;Enjoy urself tmr...
ham;Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
ham;Garbage bags, eggs, jam, bread, hannaford wheat chex
ham;From here after The performance award is calculated every two month.not for current one month period..
ham;Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!
ham;Hello! Good week? Fancy a drink or something later?
ham;Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham;If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham;Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham;Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
ham;I think i am disturbing her da
ham;No i am not having not any movies in my laptop
ham;My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham;"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
ham;Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
ham;I didnt get anything da
ham;"You know there is. I shall speak to you in  &lt;#&gt;  minutes then"
ham;No calls..messages..missed calls
ham;"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham;She was supposed to be but couldn't make it, she's still in town though
ham;Where r we meeting?
ham;Ok lor thanx... ÌÏ in school?
ham;U still havent got urself a jacket ah?
ham;Nope. Meanwhile she talk say make i greet you.
ham;What Today-sunday..sunday is holiday..so no work..
ham;Sounds good, keep me posted
ham;I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham;Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?
ham;This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
ham;"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\"""
;
ham;K, if u bored up just come to my home..
ham;"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-)."""
ham;Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham;Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*
ham;You getting back any time soon?
ham;yes baby! I need to stretch open your pussy!
ham;For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham;Hi dear we saw dear. We both are happy. Where you my battery is low
ham;This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
ham;No problem with the renewal. I.ll do it right away but i dont know his details.
ham;Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham;How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham;What type of stuff do you sing?
ham;my ex-wife was not able to have kids. Do you want kids one day?
ham;Good morning princess! How are you?
ham;She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham;Unlimited texts. Limited minutes.
ham;That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. 
ham;FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT
ham;Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham;Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?
ham;What pa tell me.. I went to bath:-)
ham;Ew are you one of them?
ham;"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham;K da:)how many page you want?
ham;Sorry me going home first... Daddy come fetch Ì_ later...
ham;Onum ela pa. Normal than.
ham;Will be out of class in a few hours. Sorry
ham;I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.
ham;Prabha..i'm soryda..realy..frm heart i'm sory
ham;Howz pain?hope u r fine..
ham;\SHIT BABE.. THASA BIT MESSED UP.YEH
ham;I wait 4 Ì_ inside da car park...
ham;I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.
ham;Pls i wont belive god.not only jesus.
ham;I'm home. Ard wat time will u reach?
ham;Nah dub but je still buff
ham;What's the significance?
ham;Nope... C Ì_ then...
ham;Ok... I din get ur msg...
ham;Its not that time of the month nor mid of the time?
ham;"First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries"
ham;Customer place, i wil cal u sir.
ham;Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham;I'm now but have to wait till 2 for the bus to pick me.
ham;I'm a guy, browsin is compulsory
ham;I doubt you could handle 5 times per night in any case...
ham;Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*
ham;Ard 530 lor. I ok then message Ì_ lor.
ham;K. I will sent it again
ham;What about this one then.
ham;K.k:)advance happy pongal.
ham;"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham;I'm not sure, I was just checking out what was happening around the area
ham;"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
ham;Kinda. First one gets in at twelve! Aah. Speak tomo
ham;Well. Balls. Time to make calls
ham;"Vikky, come around  &lt;TIME&gt; .."
ham;"She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up"
ham;Then what about further plan?
ham;Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
ham;Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)
ham;K.k:)when are you going?
ham;Lol now I'm after that hot air balloon!
ham;Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
ham;Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham;Sindu got job in birla soft ..
ham;Yes but I don't care cause I know its there!
ham;Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham;Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.
ham;Then ur sis how?
ham;Whom you waited for yesterday
ham;Goin to workout lor... Muz lose e fats... 
ham;U WILL SWITCH YOUR FONE ON DAMMIT!!
ham;If I was I wasn't paying attention
ham;Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.
ham;Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !
ham;Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
ham;Where are you?when wil you reach here?
